code,code,decimal_point,name,pre_close,sec,sse,volunit
399640,399640,2,创业基础,1361.9528808594,index_cn,sz,100
399641,399641,2,深证新兴,1477.5654296875,index_cn,sz,100
399642,399642,2,中小新兴,1412.2646484375,index_cn,sz,100
399643,399643,2,创业新兴,1590.205078125,index_cn,sz,100
399644,399644,2,深证时钟,2533.0439453125,index_cn,sz,100
399645,399645,2,100低波,7241.7045898438,index_cn,sz,100
399646,399646,2,深消费50,5606.1708984375,index_cn,sz,100
399647,399647,2,深医药50,8991.279296875,index_cn,sz,100
399648,399648,2,深证GDP,7508.5146484375,index_cn,sz,100
399649,399649,2,中小红利,2232.2626953125,index_cn,sz,100
399650,399650,2,中小治理,1703.8009033203,index_cn,sz,100
399651,399651,2,中小责任,1366.1605224609,index_cn,sz,100
399652,399652,2,中创高新,1870.7513427734,index_cn,sz,100
399653,399653,2,深证龙头,1676.0500488281,index_cn,sz,100
399654,399654,2,深证文化,2365.3842773438,index_cn,sz,100
399655,399655,2,深证绩效,6422.046875,index_cn,sz,100
399656,399656,2,100绩效,4231.6298828125,index_cn,sz,100
399657,399657,2,300绩效,4678.2919921875,index_cn,sz,100
399658,399658,2,中小绩效,3340.0930175781,index_cn,sz,100
399659,399659,2,深成指EW,3014.953125,index_cn,sz,100
399660,399660,2,中创EW,1796.7470703125,index_cn,sz,100
399661,399661,2,深证低波,4520.30859375,index_cn,sz,100
399662,399662,2,深证高贝,1346.6018066406,index_cn,sz,100
399663,399663,2,中小低波,1293.2099609375,index_cn,sz,100
399664,399664,2,中小高贝,833.3895263672,index_cn,sz,100
399665,399665,2,中创低波,1383.6297607422,index_cn,sz,100
399666,399666,2,中创高贝,1121.92578125,index_cn,sz,100
399667,399667,2,创业板G,1829.6889648438,index_cn,sz,100
399668,399668,2,创业板V,2129.2583007812,index_cn,sz,100
399669,399669,2,深证农业,6018.0864257812,index_cn,sz,100
399670,399670,2,深周期50,2278.5109863281,index_cn,sz,100
399671,399671,2,深防御50,5349.7915039062,index_cn,sz,100
399672,399672,2,深红利50,2902.61328125,index_cn,sz,100
399673,399673,2,创业板50,1163.4415283203,index_cn,sz,100
399674,399674,2,深A医药,1762.3498535156,index_cn,sz,100
399675,399675,2,深互联网,2460.2001953125,index_cn,sz,100
399676,399676,2,深医药EW,2221.2145996094,index_cn,sz,100
399677,399677,2,深互联EW,2954.5339355469,index_cn,sz,100
399678,399678,2,深次新股,772.5336303711,index_cn,sz,100
399679,399679,2,深证200R,3792.4929199219,index_cn,sz,100
399680,399680,2,深成能源,541.2025756836,index_cn,sz,100
399681,399681,2,深成材料,829.4658813477,index_cn,sz,100
399682,399682,2,深成工业,866.3286132812,index_cn,sz,100
399683,399683,2,深成可选,1348.3049316406,index_cn,sz,100
399684,399684,2,深成消费,1412.0107421875,index_cn,sz,100
399685,399685,2,深成医药,1756.8898925781,index_cn,sz,100
399686,399686,2,深成金融,1323.2706298828,index_cn,sz,100
399687,399687,2,深成信息,1881.7790527344,index_cn,sz,100
399688,399688,2,深成电信,1284.4594726562,index_cn,sz,100
399689,399689,2,深成公用,960.0625,index_cn,sz,100
399690,399690,2,中小专利,1466.2550048828,index_cn,sz,100
399691,399691,2,创业专利,2083.1401367188,index_cn,sz,100
399692,399692,2,创业低波,2150.3469238281,index_cn,sz,100
399693,399693,2,安防产业,2944.6333007812,index_cn,sz,100
399694,399694,2,创业高贝,2020.0463867188,index_cn,sz,100
399695,399695,2,深证节能,1974.3868408203,index_cn,sz,100
399696,399696,2,深证创投,1737.7502441406,index_cn,sz,100
399697,399697,2,中关村60,3440.5678710938,index_cn,sz,100
399698,399698,2,优势成长,13462.7275390625,index_cn,sz,100
399699,399699,2,金融科技,2726.9187011719,index_cn,sz,100
399701,399701,2,深证F60,5775.9243164062,index_cn,sz,100
399702,399702,2,深证F120,5404.8793945312,index_cn,sz,100
399703,399703,2,深证F200,5236.0131835938,index_cn,sz,100
399704,399704,2,深证上游,3293.9729003906,index_cn,sz,100
399705,399705,2,深证中游,1937.8094482422,index_cn,sz,100
399706,399706,2,深证下游,4486.1499023438,index_cn,sz,100
399707,399707,2,CSSW证券,4374.5815429688,index_cn,sz,100
399802,399802,2,500深市,4345.0478515625,index_cn,sz,100
399803,399803,2,工业4.0,1822.9205322266,index_cn,sz,100
399804,399804,2,中证体育,1239.1301269531,index_cn,sz,100
399805,399805,2,互联金融,2314.1469726562,index_cn,sz,100
399806,399806,2,环境治理,1541.4915771484,index_cn,sz,100
399807,399807,2,高铁产业,1470.8853759766,index_cn,sz,100
399808,399808,2,中证新能,1250.8770751953,index_cn,sz,100
399809,399809,2,保险主题,1970.1833496094,index_cn,sz,100
399810,399810,2,CSSW传媒,2418.5915527344,index_cn,sz,100
399811,399811,2,CSSW电子,2066.1154785156,index_cn,sz,100
399812,399812,2,养老产业,6684.28515625,index_cn,sz,100
399813,399813,2,中证国安,4182.974609375,index_cn,sz,100
399814,399814,2,大农业,929.8123779297,index_cn,sz,100
399817,399817,2,生态100,1256.8117675781,index_cn,sz,100
399901,399901,2,小康指数,4708.8271484375,index_cn,sz,100
399903,399903,2,中证100,3389.4621582031,index_cn,sz,100
399904,399904,2,中证 200,3274.3256835938,index_cn,sz,100
399905,399905,2,中证 500,4721.2119140625,index_cn,sz,100
399908,399908,2,300 能源,1778.4019775391,index_cn,sz,100
399909,399909,2,300 材料,1972.8286132812,index_cn,sz,100
399910,399910,2,300 工业,1977.4353027344,index_cn,sz,100
399911,399911,2,300 可选,4498.595703125,index_cn,sz,100
399912,399912,2,300 消费,12161.5654296875,index_cn,sz,100
399913,399913,2,300 医药,9561.396484375,index_cn,sz,100
399914,399914,2,300 金融,5372.9477539062,index_cn,sz,100
399917,399917,2,300 公用,1791.0764160156,index_cn,sz,100
399918,399918,2,300 成长,3640.1818847656,index_cn,sz,100
399919,399919,2,300 价值,4319.4443359375,index_cn,sz,100
399922,399922,2,中证红利,3893.6389160156,index_cn,sz,100
399925,399925,2,基本面50,3890.6118164062,index_cn,sz,100
399928,399928,2,中证能源,1919.015625,index_cn,sz,100
399931,399931,2,中证可选,4217.5541992188,index_cn,sz,100
399932,399932,2,中证消费,10284.0849609375,index_cn,sz,100
399933,399933,2,中证医药,9232.9736328125,index_cn,sz,100
399934,399934,2,中证金融,5173.5356445312,index_cn,sz,100
399935,399935,2,中证信息,3378.390625,index_cn,sz,100
399939,399939,2,民企200,1390.6140136719,index_cn,sz,100
399944,399944,2,内地资源,2262.5739746094,index_cn,sz,100
399950,399950,2,300基建,1826.5986328125,index_cn,sz,100
399951,399951,2,300银行,5414.865234375,index_cn,sz,100
399952,399952,2,300地产,7267.8334960938,index_cn,sz,100
399957,399957,2,300运输,1228.3306884766,index_cn,sz,100
399958,399958,2,创业成长,929.7882080078,index_cn,sz,100
399959,399959,2,军工指数,993.8779296875,index_cn,sz,100
399961,399961,2,中证上游,2195.3447265625,index_cn,sz,100
399963,399963,2,中证下游,4620.8725585938,index_cn,sz,100
399964,399964,2,中证新兴,6614.6108398438,index_cn,sz,100
399965,399965,2,800地产,5693.6088867188,index_cn,sz,100
399966,399966,2,800非银,4626.8022460938,index_cn,sz,100
399967,399967,2,中证军工,7635.5356445312,index_cn,sz,100
399969,399969,2,300非周,3524.3312988281,index_cn,sz,100
399970,399970,2,移动互联,1902.4466552734,index_cn,sz,100
399971,399971,2,中证传媒,1197.1538085938,index_cn,sz,100
399972,399972,2,300深市,3660.2448730469,index_cn,sz,100
399973,399973,2,中证国防,1128.6219482422,index_cn,sz,100
399974,399974,2,国企改革,1305.26171875,index_cn,sz,100
399975,399975,2,证券公司,536.4171142578,index_cn,sz,100
399976,399976,2,CS新能车,1521.9241943359,index_cn,sz,100
399977,399977,2,内地低碳,994.5114135742,index_cn,sz,100
399978,399978,2,医药100,11488.2646484375,index_cn,sz,100
399979,399979,2,大宗商品,3357.4467773438,index_cn,sz,100
399982,399982,2,500等权,5601.0815429688,index_cn,sz,100
399983,399983,2,地产等权,5985.2963867188,index_cn,sz,100
399986,399986,2,中证银行,5754.2392578125,index_cn,sz,100
399987,399987,2,中证酒,2893.5942382812,index_cn,sz,100
399989,399989,2,中证医疗,6874.5942382812,index_cn,sz,100
399990,399990,2,煤炭等权,1672.4162597656,index_cn,sz,100
399991,399991,2,一带一路,1369.7565917969,index_cn,sz,100
399992,399992,2,CSWD并购,1304.3605957031,index_cn,sz,100
399993,399993,2,CSWD生科,2347.2600097656,index_cn,sz,100
399994,399994,2,信息安全,1361.3608398438,index_cn,sz,100
399995,399995,2,基建工程,4209.671875,index_cn,sz,100
399996,399996,2,智能家居,2077.2065429688,index_cn,sz,100
399997,399997,2,中证白酒,4974.5561523438,index_cn,sz,100
399998,399998,2,中证煤炭,1280.4200439453,index_cn,sz,100
880001,880001,2,总市值,4663.58984375,index_cn,sh,100
880002,880002,2,流通市值,3763.7099609375,index_cn,sh,100
880003,880003,2,平均股价,1160.0500001907,index_cn,sh,100
880004,880004,2,成交均价,488.0349998474,index_cn,sh,100
880005,880005,2,涨跌家数,1770.0,index_cn,sh,100
880006,880006,2,停板家数,112.0,index_cn,sh,100
880007,880007,2,活筹市值,1936.8599853516,index_cn,sh,100
880011,880011,2,Ａ主总值,3454.080078125,index_cn,sh,100
880012,880012,2,Ａ主流通,2940.8000488281,index_cn,sh,100
880013,880013,2,Ａ主平均,968.029999733,index_cn,sh,100
880014,880014,2,Ａ主均价,440.0124998093,index_cn,sh,100
880015,880015,2,Ａ主涨跌,948.0,index_cn,sh,100
880016,880016,2,Ａ主停板,18.0,index_cn,sh,100
880017,880017,2,Ａ主活筹,1382.4799804688,index_cn,sh,100
880021,880021,2,中小总值,779.9299926758,index_cn,sh,100
880022,880022,2,中小流通,559.0399780273,index_cn,sh,100
880023,880023,2,中小平均,872.0450000763,index_cn,sh,100
880024,880024,2,中小均价,376.0225000381,index_cn,sh,100
880025,880025,2,中小涨跌,457.0,index_cn,sh,100
880026,880026,2,中小停板,264.0,index_cn,sh,100
880027,880027,2,中小活筹,353.2399902344,index_cn,sh,100
880031,880031,2,创业总值,429.5700073242,index_cn,sh,100
880032,880032,2,创业流通,263.8699951172,index_cn,sh,100
880033,880033,2,创业平均,2040.0124998093,index_cn,sh,100
880034,880034,2,创业均价,856.0375003815,index_cn,sh,100
880035,880035,2,创业涨跌,365.0,index_cn,sh,100
880036,880036,2,创业停板,520.0,index_cn,sh,100
880037,880037,2,创业活筹,201.1399993896,index_cn,sh,100
880201,880201,2,黑龙江,722.5999755859,index_cn,sh,100
880202,880202,2,新疆板块,745.1699829102,index_cn,sh,100
880203,880203,2,吉林板块,833.1699829102,index_cn,sh,100
880204,880204,2,甘肃板块,997.0800170898,index_cn,sh,100
880205,880205,2,辽宁板块,737.2600097656,index_cn,sh,100
880206,880206,2,青海板块,373.6600036621,index_cn,sh,100
880207,880207,2,北京板块,1223.5,index_cn,sh,100
880208,880208,2,陕西板块,821.1099853516,index_cn,sh,100
880209,880209,2,天津板块,756.9600219727,index_cn,sh,100
880210,880210,2,广西板块,729.0599975586,index_cn,sh,100
880211,880211,2,河北板块,763.1400146484,index_cn,sh,100
880212,880212,2,广东板块,1574.3800048828,index_cn,sh,100
880213,880213,2,河南板块,783.0200195312,index_cn,sh,100
880214,880214,2,宁夏板块,477.950012207,index_cn,sh,100
880215,880215,2,山东板块,1007.5599975586,index_cn,sh,100
880216,880216,2,上海板块,1201.4899902344,index_cn,sh,100
880217,880217,2,山西板块,587.450012207,index_cn,sh,100
880218,880218,2,深圳板块,1614.1999511719,index_cn,sh,100
880219,880219,2,湖北板块,1044.5699462891,index_cn,sh,100
880220,880220,2,福建板块,1296.0999755859,index_cn,sh,100
880221,880221,2,湖南板块,772.4400024414,index_cn,sh,100
880222,880222,2,江西板块,802.3699951172,index_cn,sh,100
880223,880223,2,四川板块,1038.5799560547,index_cn,sh,100
880224,880224,2,安徽板块,902.3499755859,index_cn,sh,100
880225,880225,2,重庆板块,929.6400146484,index_cn,sh,100
880226,880226,2,江苏板块,1194.1800537109,index_cn,sh,100
880227,880227,2,云南板块,741.0900268555,index_cn,sh,100
880228,880228,2,浙江板块,1282.3900146484,index_cn,sh,100
880229,880229,2,贵州板块,3153.8100585938,index_cn,sh,100
880230,880230,2,海南板块,689.299987793,index_cn,sh,100
880231,880231,2,西藏板块,523.799987793,index_cn,sh,100
880232,880232,2,内蒙板块,1023.2899780273,index_cn,sh,100
880301,880301,2,煤炭,553.5599975586,index_cn,sh,100
880302,880302,2,煤炭开采,555.3200073242,index_cn,sh,100
880303,880303,2,焦炭加工,529.6900024414,index_cn,sh,100
880305,880305,2,电力,1176.1800537109,index_cn,sh,100
880306,880306,2,水力发电,1405.4499511719,index_cn,sh,100
880307,880307,2,火力发电,1047.0799560547,index_cn,sh,100
880308,880308,2,新型电力,778.299987793,index_cn,sh,100
880310,880310,2,石油,953.0900268555,index_cn,sh,100
880311,880311,2,石油开采,824.4699707031,index_cn,sh,100
880312,880312,2,石油加工,1333.6899414062,index_cn,sh,100
880313,880313,2,石油贸易,1103.7399902344,index_cn,sh,100
880318,880318,2,钢铁,791.049987793,index_cn,sh,100
880319,880319,2,普钢,746.5800170898,index_cn,sh,100
880320,880320,2,特种钢,1260.7199707031,index_cn,sh,100
880321,880321,2,钢加工,683.799987793,index_cn,sh,100
880324,880324,2,有色,496.5700073242,index_cn,sh,100
880325,880325,2,铜,439.200012207,index_cn,sh,100
880326,880326,2,铝,519.299987793,index_cn,sh,100
880327,880327,2,铅锌,391.0100097656,index_cn,sh,100
880328,880328,2,黄金,498.549987793,index_cn,sh,100
880329,880329,2,小金属,585.3300170898,index_cn,sh,100
880330,880330,2,化纤,1396.4699707031,index_cn,sh,100
880335,880335,2,化工,969.2899780273,index_cn,sh,100
880336,880336,2,化工原料,1051.6999511719,index_cn,sh,100
880337,880337,2,农药化肥,859.0,index_cn,sh,100
880338,880338,2,塑料,760.4000244141,index_cn,sh,100
880339,880339,2,橡胶,816.4099731445,index_cn,sh,100
880340,880340,2,染料涂料,1545.3900146484,index_cn,sh,100
880344,880344,2,建材,952.3200073242,index_cn,sh,100
880345,880345,2,陶瓷,1702.7199707031,index_cn,sh,100
880346,880346,2,水泥,949.1199951172,index_cn,sh,100
880347,880347,2,玻璃,831.9699707031,index_cn,sh,100
880348,880348,2,其他建材,1207.0899658203,index_cn,sh,100
880350,880350,2,造纸,1009.950012207,index_cn,sh,100
880351,880351,2,矿物制品,1004.5700073242,index_cn,sh,100
880355,880355,2,日用化工,1074.4100341797,index_cn,sh,100
880360,880360,2,农林牧渔,979.9299926758,index_cn,sh,100
880361,880361,2,种植业,812.0599975586,index_cn,sh,100
880362,880362,2,渔业,540.7899780273,index_cn,sh,100
880363,880363,2,林业,1072.3100585938,index_cn,sh,100
880364,880364,2,饲料,1209.2900390625,index_cn,sh,100
880366,880366,2,农业综合,1096.5100097656,index_cn,sh,100
880367,880367,2,纺织服饰,932.2199707031,index_cn,sh,100
880368,880368,2,纺织,875.5300292969,index_cn,sh,100
880369,880369,2,服饰,955.8300170898,index_cn,sh,100
880372,880372,2,食品饮料,1710.5400390625,index_cn,sh,100
880373,880373,2,乳制品,2633.0500488281,index_cn,sh,100
880374,880374,2,软饮料,996.9899902344,index_cn,sh,100
880375,880375,2,食品,1487.0200195312,index_cn,sh,100
880380,880380,2,酿酒,2410.330078125,index_cn,sh,100
880381,880381,2,白酒,3047.6899414062,index_cn,sh,100
880382,880382,2,啤酒,625.3300170898,index_cn,sh,100
880383,880383,2,红黄酒,553.4699707031,index_cn,sh,100
880387,880387,2,家用电器,2304.7800292969,index_cn,sh,100
880390,880390,2,汽车类,1280.4499511719,index_cn,sh,100
880391,880391,2,汽车整车,1408.7199707031,index_cn,sh,100
880392,880392,2,汽车配件,1265.4799804688,index_cn,sh,100
880393,880393,2,汽车服务,694.799987793,index_cn,sh,100
880394,880394,2,摩托车,624.3499755859,index_cn,sh,100
880398,880398,2,医疗保健,2343.1201171875,index_cn,sh,100
880399,880399,2,家居用品,2040.3000488281,index_cn,sh,100
880400,880400,2,医药,1661.2700195312,index_cn,sh,100
880401,880401,2,化学制药,1588.2199707031,index_cn,sh,100
880402,880402,2,生物制药,2263.1499023438,index_cn,sh,100
880403,880403,2,中成药,1440.1600341797,index_cn,sh,100
880406,880406,2,商业连锁,882.3099975586,index_cn,sh,100
880407,880407,2,百货,756.9799804688,index_cn,sh,100
880408,880408,2,超市连锁,1009.9899902344,index_cn,sh,100
880409,880409,2,电器连锁,910.5200195312,index_cn,sh,100
880410,880410,2,医药商业,1491.7900390625,index_cn,sh,100
880411,880411,2,其他商业,720.950012207,index_cn,sh,100
880412,880412,2,商品城,492.4800109863,index_cn,sh,100
880413,880413,2,批发业,682.9000244141,index_cn,sh,100
880414,880414,2,商贸代理,765.5100097656,index_cn,sh,100
880418,880418,2,传媒娱乐,1002.4299926758,index_cn,sh,100
880419,880419,2,出版业,921.4799804688,index_cn,sh,100
880420,880420,2,影视音像,1077.1600341797,index_cn,sh,100
880421,880421,2,广告包装,1090.1400146484,index_cn,sh,100
880422,880422,2,文教休闲,1470.9499511719,index_cn,sh,100
880423,880423,2,酒店餐饮,901.5599975586,index_cn,sh,100
880424,880424,2,旅游,1742.6800537109,index_cn,sh,100
880425,880425,2,旅游服务,2616.4399414062,index_cn,sh,100
880426,880426,2,旅游景点,1075.8699951172,index_cn,sh,100
880430,880430,2,航空,1149.4100341797,index_cn,sh,100
880431,880431,2,船舶,479.299987793,index_cn,sh,100
880432,880432,2,运输设备,1404.2299804688,index_cn,sh,100
880437,880437,2,通用机械,728.4699707031,index_cn,sh,100
880438,880438,2,机床制造,518.5800170898,index_cn,sh,100
880439,880439,2,机械基件,767.9799804688,index_cn,sh,100
880440,880440,2,工业机械,1060.4899902344,index_cn,sh,100
880441,880441,2,化工机械,832.75,index_cn,sh,100
880442,880442,2,轻工机械,761.450012207,index_cn,sh,100
880443,880443,2,纺织机械,837.3400268555,index_cn,sh,100
880444,880444,2,农用机械,686.6599731445,index_cn,sh,100
880445,880445,2,专用机械,1402.9100341797,index_cn,sh,100
880446,880446,2,电气设备,757.2899780273,index_cn,sh,100
880447,880447,2,工程机械,534.3599853516,index_cn,sh,100
880448,880448,2,电器仪表,2191.5900878906,index_cn,sh,100
880452,880452,2,电信运营,1077.7399902344,index_cn,sh,100
880453,880453,2,公共交通,682.6699829102,index_cn,sh,100
880454,880454,2,水务,921.4099731445,index_cn,sh,100
880455,880455,2,供气供热,756.1400146484,index_cn,sh,100
880456,880456,2,环境保护,1313.9100341797,index_cn,sh,100
880459,880459,2,运输服务,788.7800292969,index_cn,sh,100
880460,880460,2,铁路,1244.5400390625,index_cn,sh,100
880461,880461,2,水运,532.1599731445,index_cn,sh,100
880462,880462,2,空运,740.1500244141,index_cn,sh,100
880463,880463,2,公路,821.1400146484,index_cn,sh,100
880464,880464,2,仓储物流,1724.75,index_cn,sh,100
880465,880465,2,交通设施,1382.25,index_cn,sh,100
880466,880466,2,路桥,1184.4100341797,index_cn,sh,100
880467,880467,2,机场,2679.8000488281,index_cn,sh,100
880468,880468,2,港口,1310.9000244141,index_cn,sh,100
880471,880471,2,银行,1710.3399658203,index_cn,sh,100
880472,880472,2,证券,981.8699951172,index_cn,sh,100
880473,880473,2,保险,1611.9599609375,index_cn,sh,100
880474,880474,2,多元金融,1342.1999511719,index_cn,sh,100
880476,880476,2,建筑,1208.5600585938,index_cn,sh,100
880477,880477,2,建筑工程,1245.2600097656,index_cn,sh,100
880478,880478,2,装修装饰,1020.9699707031,index_cn,sh,100
880482,880482,2,房地产,1310.5699462891,index_cn,sh,100
880483,880483,2,全国地产,1627.5899658203,index_cn,sh,100
880484,880484,2,区域地产,1021.5599975586,index_cn,sh,100
880485,880485,2,园区开发,1217.5899658203,index_cn,sh,100
880486,880486,2,房产服务,1328.0,index_cn,sh,100
880489,880489,2,IT设备,1299.1099853516,index_cn,sh,100
880490,880490,2,通信设备,1242.6099853516,index_cn,sh,100
880491,880491,2,半导体,989.549987793,index_cn,sh,100
880492,880492,2,元器件,1236.2700195312,index_cn,sh,100
880493,880493,2,软件服务,1791.7600097656,index_cn,sh,100
880494,880494,2,互联网,2091.0200195312,index_cn,sh,100
880497,880497,2,综合类,694.4099731445,index_cn,sh,100
880501,880501,2,含H股,1254.3399658203,index_cn,sh,100
880502,880502,2,含B股,975.2399902344,index_cn,sh,100
880503,880503,2,皖江区域,813.4299926758,index_cn,sh,100
880504,880504,2,长株潭,712.6699829102,index_cn,sh,100
880505,880505,2,稀缺资源,383.4100036621,index_cn,sh,100
880506,880506,2,5G概念,1149.2900390625,index_cn,sh,100
880507,880507,2,国防军工,978.450012207,index_cn,sh,100
880511,880511,2,承诺注资,846.5300292969,index_cn,sh,100
880513,880513,2,海峡西岸,1076.8299560547,index_cn,sh,100
880515,880515,2,通达信88,1550.0699462891,index_cn,sh,100
880516,880516,2,ST板块,997.0999755859,index_cn,sh,100
880519,880519,2,低碳经济,757.0700073242,index_cn,sh,100
880520,880520,2,智能电网,897.7100219727,index_cn,sh,100
880521,880521,2,黄金概念,541.7299804688,index_cn,sh,100
880522,880522,2,成渝特区,942.6199951172,index_cn,sh,100
880523,880523,2,黄河三角,1018.9899902344,index_cn,sh,100
880524,880524,2,含可转债,1016.8300170898,index_cn,sh,100
880525,880525,2,铁路基建,1235.9599609375,index_cn,sh,100
880526,880526,2,长三角,1252.7099609375,index_cn,sh,100
880527,880527,2,珠三角,2018.8000488281,index_cn,sh,100
880528,880528,2,环渤海,1219.5799560547,index_cn,sh,100
880529,880529,2,次新股,3528.1999511719,index_cn,sh,100
880530,880530,2,三网融合,1088.8699951172,index_cn,sh,100
880531,880531,2,武汉规划,887.9199829102,index_cn,sh,100
880532,880532,2,整体上市,1205.3499755859,index_cn,sh,100
880533,880533,2,物联网,1096.4699707031,index_cn,sh,100
880534,880534,2,锂电池,1036.4100341797,index_cn,sh,100
880535,880535,2,稀土永磁,425.4899902344,index_cn,sh,100
880536,880536,2,多晶硅,681.2100219727,index_cn,sh,100
880537,880537,2,核电核能,730.9899902344,index_cn,sh,100
880538,880538,2,参股金融,1074.5699462891,index_cn,sh,100
880539,880539,2,股权激励,1450.9499511719,index_cn,sh,100
880540,880540,2,创投概念,1133.3699951172,index_cn,sh,100
880542,880542,2,水利建设,1091.1600341797,index_cn,sh,100
880543,880543,2,外资背景,1467.4799804688,index_cn,sh,100
880544,880544,2,太阳能,1258.5899658203,index_cn,sh,100
880545,880545,2,云计算,1845.1800537109,index_cn,sh,100
880546,880546,2,卫星导航,1791.3699951172,index_cn,sh,100
880547,880547,2,电子支付,1683.8000488281,index_cn,sh,100
880548,880548,2,新三板,1475.0799560547,index_cn,sh,100
880549,880549,2,可燃冰,998.1699829102,index_cn,sh,100
880550,880550,2,保障房,1921.0699462891,index_cn,sh,100
880551,880551,2,涉矿概念,1072.0999755859,index_cn,sh,100
880552,880552,2,金融改革,1214.9699707031,index_cn,sh,100
880553,880553,2,页岩气,1056.4200439453,index_cn,sh,100
880554,880554,2,东亚自贸,1293.4899902344,index_cn,sh,100
880556,880556,2,IP变现,1101.4100341797,index_cn,sh,100
880557,880557,2,生物疫苗,2033.4300537109,index_cn,sh,100
880558,880558,2,节能,1295.6800537109,index_cn,sh,100
880560,880560,2,高端装备,976.3800048828,index_cn,sh,100
880562,880562,2,高校背景,1629.1400146484,index_cn,sh,100
880563,880563,2,食品安全,2224.5300292969,index_cn,sh,100
880564,880564,2,奢侈品,2808.8601074219,index_cn,sh,100
880565,880565,2,送转潜力,4570.1801757812,index_cn,sh,100
880566,880566,2,图们江,1295.5400390625,index_cn,sh,100
880567,880567,2,海南自贸,1434.0999755859,index_cn,sh,100
880568,880568,2,生物质能,1120.5400390625,index_cn,sh,100
880569,880569,2,3D打印,1779.4799804688,index_cn,sh,100
880570,880570,2,海水淡化,1390.5100097656,index_cn,sh,100
880571,880571,2,碳纤维,1432.4699707031,index_cn,sh,100
880572,880572,2,新零售,1158.9599609375,index_cn,sh,100
880573,880573,2,摘帽概念,1664.9899902344,index_cn,sh,100
880574,880574,2,苹果概念,1679.1800537109,index_cn,sh,100
880575,880575,2,地热能,1241.0100097656,index_cn,sh,100
880576,880576,2,重组股,2255.0300292969,index_cn,sh,100
880577,880577,2,安防服务,2772.75,index_cn,sh,100
880578,880578,2,建筑节能,2274.1398925781,index_cn,sh,100
880579,880579,2,生态农业,1328.1500244141,index_cn,sh,100
880580,880580,2,智能交通,2322.25,index_cn,sh,100
880581,880581,2,空气治理,1461.3199462891,index_cn,sh,100
880582,880582,2,风能,1022.1699829102,index_cn,sh,100
880583,880583,2,充电桩,1528.1999511719,index_cn,sh,100
880584,880584,2,石墨烯,1221.3399658203,index_cn,sh,100
880585,880585,2,风沙治理,946.4699707031,index_cn,sh,100
880586,880586,2,土地流转,1084.1199951172,index_cn,sh,100
880587,880587,2,聚氨酯,2061.1298828125,index_cn,sh,100
880588,880588,2,绿色照明,1171.1400146484,index_cn,sh,100
880589,880589,2,智能穿戴,1252.5,index_cn,sh,100
880590,880590,2,网络游戏,1189.2900390625,index_cn,sh,100
880591,880591,2,上海自贸,1504.0400390625,index_cn,sh,100
880592,880592,2,互联金融,1718.8599853516,index_cn,sh,100
880593,880593,2,婴童概念,1243.7399902344,index_cn,sh,100
880594,880594,2,一带一路,1388.7900390625,index_cn,sh,100
880595,880595,2,民营银行,1414.4899902344,index_cn,sh,100
880596,880596,2,体育概念,1158.9899902344,index_cn,sh,100
880597,880597,2,养老概念,1229.9300537109,index_cn,sh,100
880598,880598,2,博彩概念,815.4699707031,index_cn,sh,100
880599,880599,2,民营医院,1389.0899658203,index_cn,sh,100
880600,880600,2,油气改革,871.2100219727,index_cn,sh,100
880601,880601,2,种植业,813.9699707031,index_cn,sh,100
880602,880602,2,渔业,540.7899780273,index_cn,sh,100
880603,880603,2,林业,1130.6800537109,index_cn,sh,100
880604,880604,2,饲料,1209.2900390625,index_cn,sh,100
880605,880605,2,农产加工,423.1799926758,index_cn,sh,100
880606,880606,2,农业综合,799.0399780273,index_cn,sh,100
880607,880607,2,畜禽养殖,2014.5500488281,index_cn,sh,100
880608,880608,2,动物保健,3801.5700683594,index_cn,sh,100
880609,880609,2,石油开采,724.6500244141,index_cn,sh,100
880610,880610,2,煤炭开采,543.7800292969,index_cn,sh,100
880612,880612,2,采掘服务,871.2800292969,index_cn,sh,100
880613,880613,2,石油化工,1208.5100097656,index_cn,sh,100
880614,880614,2,化学原料,951.2700195312,index_cn,sh,100
880615,880615,2,化学制品,837.8599853516,index_cn,sh,100
880616,880616,2,化学纤维,1348.3399658203,index_cn,sh,100
880617,880617,2,塑料,757.5999755859,index_cn,sh,100
880618,880618,2,橡胶,812.4899902344,index_cn,sh,100
880619,880619,2,化工新材,1897.25,index_cn,sh,100
880620,880620,2,钢铁,819.5300292969,index_cn,sh,100
880621,880621,2,有色金属,498.4700012207,index_cn,sh,100
880622,880622,2,金属新材,866.299987793,index_cn,sh,100
880623,880623,2,建筑材料,935.2700195312,index_cn,sh,100
880624,880624,2,建筑装饰,1287.5999755859,index_cn,sh,100
880625,880625,2,通用机械,676.450012207,index_cn,sh,100
880626,880626,2,专用设备,655.4799804688,index_cn,sh,100
880627,880627,2,仪器仪表,1956.1899414062,index_cn,sh,100
880628,880628,2,电气设备,778.8599853516,index_cn,sh,100
880629,880629,2,金属制品,901.7100219727,index_cn,sh,100
880630,880630,2,半导体,887.7899780273,index_cn,sh,100
880631,880631,2,元件,1233.1999511719,index_cn,sh,100
880632,880632,2,光学光电,1029.4499511719,index_cn,sh,100
880633,880633,2,其他电子,2428.6201171875,index_cn,sh,100
880634,880634,2,电子制造,661.1500244141,index_cn,sh,100
